 time            v1              v2              v3              v4              v5              v6              v7             
 1.76336901e-09  7.04113387e-01 -5.75466019e-02  6.50098681e-03  2.08898845e-03  3.72312527e-03 -5.03952809e-02 -2.56688402e-02 
 1.76386671e-09  2.80157153e-01 -1.09483699e-02  2.85973021e-02 -1.31462385e-02  6.79920706e-03 -3.00018223e-02 -2.88522802e-02 
 1.76451422e-09 -3.55007680e-01  5.18686012e-02  4.52060871e-02 -2.75614138e-02  7.96858786e-03  6.04087699e-03 -2.21647796e-02 
 1.76526046e-09 -8.95003776e-01  9.63613886e-02  4.12821544e-02 -3.04790161e-02  4.74799865e-03  4.23482853e-02 -4.63165379e-03 
 1.76572445e-09 -9.99999302e-01  9.80308119e-02  2.71326999e-02 -2.43205157e-02  6.71166984e-04  5.52898717e-02  8.12424916e-03 
 1.76617930e-09 -8.98001664e-01  7.90663143e-02  7.18871020e-03 -1.30205169e-02 -3.53026095e-03  5.63764963e-02  1.91904570e-02 
 1.76666271e-09 -5.90978032e-01  4.10389285e-02 -1.57930798e-02  2.13599167e-03 -7.08544668e-03  4.40900800e-02  2.64490417e-02 
 1.76720740e-09 -8.79997068e-02 -1.27770629e-02 -3.68303643e-02  1.83821644e-02 -9.01860344e-03  1.76349774e-02  2.67511294e-02 
 1.76786654e-09  5.39960346e-01 -7.13798896e-02 -4.70248216e-02  3.00682983e-02 -7.75842643e-03 -2.00557919e-02  1.66188143e-02 
 1.76856679e-09  9.55088923e-01 -9.97721433e-02 -3.68746730e-02  2.87584819e-02 -2.76447505e-03 -5.03072496e-02 -1.00845574e-03 
 1.76904757e-09  9.83938236e-01 -9.13565405e-02 -1.93996620e-02  1.97968170e-02  1.81768377e-03 -5.87170824e-02 -1.35319060e-02 
 1.76950409e-09  8.04745647e-01 -6.36653787e-02  1.59085011e-03  6.64446842e-03  5.61857861e-03 -5.41972611e-02 -2.28880353e-02 
 1.77000131e-09  4.24597047e-01 -1.86081953e-02  2.38576663e-02 -9.50242095e-03  8.10190516e-03 -3.61084204e-02 -2.74985226e-02 
 1.77058426e-09 -1.43373752e-01  3.91755666e-02  4.15668535e-02 -2.51567915e-02  8.17873249e-03 -4.11776841e-03 -2.39215829e-02 
 1.77128305e-09 -7.45959412e-01  8.95442816e-02  4.39445983e-02 -3.24893754e-02  4.47170334e-03  3.39851955e-02 -9.65878578e-03 
 1.77177631e-09 -9.72272363e-01  9.99292744e-02  3.29769197e-02 -2.86897005e-02 -2.31952060e-05  5.27201556e-02  3.64828598e-03 
 1.77222657e-09 -9.77234429e-01  8.80872266e-02  1.56674339e-02 -1.89091031e-02 -4.22861211e-03  5.88759292e-02  1.53907807e-02 
 1.77274981e-09 -7.40816619e-01  5.21324884e-02 -8.20070608e-03 -2.57220703e-03 -7.82392812e-03  5.05711454e-02  2.49153900e-02 
 1.77322164e-09 -3.54999029e-01  7.10414144e-03 -2.80282474e-02  1.32447501e-02 -9.11365944e-03  3.05810501e-02  2.75555357e-02 
 1.77388060e-09  2.91132985e-01 -5.60925603e-02 -4.37970215e-02  2.94808686e-02 -7.40238366e-03 -6.90660375e-03  2.08951453e-02 
 1.77456369e-09  8.29288198e-01 -9.59861830e-02 -4.06757983e-02  3.33625964e-02 -2.03731998e-03 -4.18311596e-02  5.44796983e-03 
 1.77503747e-09  9.92850467e-01 -9.81051542e-02 -2.74605662e-02  2.74271897e-02  2.87739859e-03 -5.65138104e-02 -7.14235000e-03 
 1.77548815e-09  9.45849626e-01 -7.95546237e-02 -8.88235828e-03  1.58382300e-02  6.98758115e-03 -5.88159943e-02 -1.78887429e-02 
 1.77598419e-09  6.77713234e-01 -4.06044393e-02  1.35820761e-02 -8.28489308e-04  9.67416565e-03 -4.70946825e-02 -2.53289448e-02 
 1.77649361e-09  2.33544290e-01  9.70543031e-03  3.29909565e-02 -1.78437538e-02  9.81775298e-03 -2.26581279e-02 -2.61713063e-02 
 1.77714373e-09 -4.02063655e-01  6.85192379e-02  4.43636725e-02 -3.20920414e-02  6.30859106e-03  1.53902845e-02 -1.74546928e-02 
 1.77791195e-09 -9.25077853e-01  9.99247225e-02  3.51119479e-02 -3.22188958e-02 -1.06104903e-03  5.00365188e-02  5.21780378e-04 
 1.77838885e-09 -9.96228785e-01  9.03204163e-02  1.89136677e-02 -2.32044607e-02 -6.08556937e-03  5.92000775e-02  1.22479405e-02 
 1.77884524e-09 -8.56254043e-01  6.17447578e-02 -8.51313252e-04 -9.35727840e-03 -9.51087032e-03  5.55147772e-02  2.11858160e-02 
 1.77932826e-09 -5.18776610e-01  1.75948769e-02 -2.15300136e-02  7.67744050e-03 -1.07006502e-02  3.86611110e-02  2.56732277e-02 
 1.77988626e-09  1.20354430e-02 -3.77965290e-02 -3.85151463e-02  2.48448663e-02 -8.81482038e-03  8.29185935e-03  2.29000695e-02 
 1.78055123e-09  6.25954984e-01 -8.72489181e-02 -4.26965478e-02  3.47599886e-02 -3.07465407e-03 -2.95181294e-02  1.04514411e-02 
 1.78115271e-09  9.57224456e-01 -9.95208439e-02 -3.09555390e-02  3.11642564e-02  3.63559644e-03 -5.33019911e-02 -4.71964328e-03 
 1.78161576e-09  9.85744522e-01 -8.43865850e-02 -1.40391407e-02  2.06110446e-02  8.27748277e-03 -5.94572111e-02 -1.58080458e-02 
 1.78206607e-09  8.14501146e-01 -5.21761661e-02  5.52610311e-03  5.66305396e-03  1.09998711e-02 -5.30281754e-02 -2.35163895e-02 
 1.78255051e-09  4.51018141e-01 -5.88300541e-03  2.51023605e-02 -1.19562895e-02  1.12190169e-02 -3.37521319e-02 -2.62245986e-02 
 1.78313747e-09 -1.18209109e-01  5.09758344e-02  3.98986639e-02 -2.91057058e-02  7.80085066e-03 -5.92383869e-04 -2.09751996e-02 
 1.78382302e-09 -7.19701157e-01  9.41954302e-02  3.95302500e-02 -3.64117461e-02  3.41738132e-04  3.65099607e-02 -6.54626001e-03 
 1.78434909e-09 -9.70892214e-01  9.82046657e-02  2.68326739e-02 -3.11761180e-02 -6.26652459e-03  5.48597943e-02  6.74264938e-03 
 1.78480443e-09 -9.77394298e-01  7.95843013e-02  9.48398492e-03 -1.95850010e-02 -1.08797873e-02  5.88385270e-02  1.70475894e-02 
 1.78527255e-09 -7.77137597e-01  4.32133007e-02 -1.05744648e-02 -3.18073021e-03 -1.31887612e-02  4.97666115e-02  2.39238859e-02 
 1.78576260e-09 -3.89910256e-01 -4.88524692e-03 -2.89550611e-02  1.48261987e-02 -1.23853525e-02  2.81240006e-02  2.52169063e-02 
 1.78637492e-09  2.09629600e-01 -6.19650163e-02 -4.12185096e-02  3.15371548e-02 -7.27460572e-03 -7.32980545e-03  1.81907576e-02 
 1.78707600e-09  7.90479286e-01 -9.81376725e-02 -3.67151126e-02  3.62571616e-02  1.70085997e-03 -4.29665651e-02  2.82438573e-03 
 1.78758863e-09  9.89203147e-01 -9.47563811e-02 -2.22143200e-02  2.90845850e-02  8.44939850e-03 -5.75192403e-02 -9.61537573e-03 
 1.78804730e-09  9.51983016e-01 -7.04368267e-02 -4.03165063e-03  1.60181110e-02  1.27180130e-02 -5.80391143e-02 -1.89412701e-02 
 1.78855688e-09  6.82054668e-01 -2.62921098e-02  1.69682185e-02 -2.51913187e-03  1.40912236e-02 -4.40579926e-02 -2.44938557e-02 
 1.78905562e-09  2.49638721e-01  2.36226199e-02  3.31667243e-02 -2.01952622e-02  1.17310356e-02 -1.89969297e-02 -2.35472692e-02 
 1.78970893e-09 -3.89754041e-01  7.82929938e-02  4.10392578e-02 -3.48457151e-02  4.48407832e-03  1.89780907e-02 -1.35523072e-02 
 1.79045135e-09 -9.09494148e-01  9.96833910e-02  3.00509793e-02 -3.42290241e-02 -5.72242754e-03  5.07696566e-02  3.51628888e-03 
 1.79092716e-09 -9.98913837e-01  8.46766954e-02  1.41077028e-02 -2.43227743e-02 -1.14853048e-02  5.85241686e-02  1.42039585e-02 
 1.79138302e-09 -8.76610572e-01  5.21611227e-02 -4.40753666e-03 -9.37945029e-03 -1.45316305e-02  5.35884721e-02  2.17260091e-02 
 1.79186676e-09 -5.52614218e-01  5.93495145e-03 -2.29784061e-02  8.83649649e-03 -1.42241912e-02  3.58367064e-02  2.45688013e-02 
 1.79241538e-09 -3.74027092e-02 -4.75556009e-02 -3.69567187e-02  2.67064457e-02 -9.77933828e-03  5.85721873e-03  2.03716849e-02 
 1.79307456e-09  5.81948859e-01 -9.17764428e-02 -3.86128978e-02  3.70007576e-02 -8.43567781e-04 -3.06992497e-02  7.40291542e-03 
 1.79373077e-09  9.57063706e-01 -9.67552702e-02 -2.44835326e-02  3.21220082e-02  8.59578734e-03 -5.40033780e-02 -8.30654142e-03 
 1.79420265e-09  9.84319707e-01 -7.43312059e-02 -7.40584490e-03  2.00553533e-02  1.37226325e-02 -5.75594444e-02 -1.80660357e-02 
 1.79465446e-09  8.08799208e-01 -3.71814500e-02  1.07658635e-02  3.91851480e-03  1.57269989e-02 -4.87815984e-02 -2.38211773e-02 
 1.79514419e-09  4.37534943e-01  1.14193486e-02  2.77611394e-02 -1.46152123e-02  1.40794286e-02 -2.77157384e-02 -2.42737201e-02 
 1.79572637e-09 -1.28408260e-01  6.46797904e-02  3.84726837e-02 -3.15370202e-02  7.73620030e-03  5.20212900e-03 -1.69483266e-02 
 1.79641703e-09 -7.30294186e-01  9.85795446e-02  3.42060064e-02 -3.75415267e-02 -2.88176883e-03  4.00465864e-02 -1.55518883e-03 
 1.79695832e-09 -9.77762718e-01  9.29104270e-02  1.95488883e-02 -3.04005229e-02 -1.09978993e-02  5.53713266e-02  1.13285031e-02 
 1.79741898e-09 -9.69177139e-01  6.63871691e-02  2.15123953e-03 -1.71378604e-02 -1.56648913e-02  5.59329480e-02  2.00843526e-02 
 1.79794394e-09 -7.15556476e-01  1.93706752e-02 -1.80214437e-02  2.37964827e-03 -1.67716113e-02  4.18156267e-02  2.47210179e-02 
 1.79842545e-09 -3.11131445e-01 -2.88010614e-02 -3.22433561e-02  2.00007977e-02 -1.35828117e-02  1.81745896e-02  2.28205229e-02 
 1.79908245e-09  3.33469837e-01 -8.17334813e-02 -3.86712023e-02  3.54277784e-02 -4.56371728e-03 -1.89065423e-02  1.18706767e-02 
 1.79978513e-09  8.63405078e-01 -9.95318289e-02 -2.79414536e-02  3.55739667e-02  6.98752076e-03 -4.86482819e-02 -4.58959569e-03 
 1.80027604e-09  9.99263300e-01 -8.29044187e-02 -1.20434586e-02  2.56478979e-02  1.38432861e-02 -5.68471089e-02 -1.53985248e-02 
 1.80073444e-09  9.13265339e-01 -4.91386805e-02  5.73597597e-03  1.05051574e-02  1.72479736e-02 -5.21275811e-02 -2.24502165e-02 
 1.80122519e-09  6.13874146e-01 -1.72433968e-03  2.33703424e-02 -8.33150103e-03  1.66360027e-02 -3.45392026e-02 -2.46064483e-02 
 1.80176047e-09  1.25869673e-01  5.00552408e-02  3.57837974e-02 -2.63763498e-02  1.13072298e-02 -5.88832058e-03 -1.98709453e-02 
 1.80241468e-09 -5.03264040e-01  9.26887725e-02  3.66200855e-02 -3.74534042e-02  8.11926318e-04  2.97601999e-02 -6.66487943e-03 
 1.80317635e-09 -9.60363255e-01  9.26520319e-02  1.96373771e-02 -3.13223918e-02 -1.13017768e-02  5.42383909e-02  1.09057455e-02 
 1.80366662e-09 -9.78590987e-01  6.35847115e-02  2.13269794e-03 -1.78833845e-02 -1.65886192e-02  5.51725757e-02  1.97925047e-02 
 1.80412745e-09 -7.85261285e-01  2.21090434e-02 -1.51164120e-02 -9.28577007e-04 -1.78501758e-02  4.39037265e-02  2.40492680e-02 
 1.80463179e-09 -3.88741328e-01 -2.83323911e-02 -3.01231912e-02  1.79385121e-02 -1.46309638e-02  2.06838663e-02  2.25147366e-02 
 1.80521171e-09  1.79115166e-01 -7.66836528e-02 -3.73634031e-02  3.34805076e-02 -6.38603034e-03 -1.18630475e-02  1.32960713e-02 
 1.80592165e-09  7.76655422e-01 -9.99773702e-02 -2.94627085e-02  3.68571176e-02  5.96927156e-03 -4.43063900e-02 -3.41703416e-03 
 1.80645653e-09  9.89200320e-01 -8.46002412e-02 -1.37138740e-02  2.75289761e-02  1.40271621e-02 -5.55350680e-02 -1.55264647e-02 
 1.80692040e-09  9.50388616e-01 -5.13449701e-02  3.48078396e-03  1.26721340e-02  1.79201422e-02 -5.26220208e-02 -2.28951156e-02 
 1.80742934e-09  6.78732304e-01 -2.43542951e-03  2.13143189e-02 -6.99707361e-03  1.74892444e-02 -3.61146792e-02 -2.52162044e-02 
 1.80793454e-09  2.38993977e-01  4.67709136e-02  3.33275127e-02 -2.49274683e-02  1.23375882e-02 -1.01544663e-02 -2.08374373e-02 
 1.80858670e-09 -3.98796325e-01  9.11298239e-02  3.54951562e-02 -3.78442571e-02  1.34518806e-03  2.53911907e-02 -7.68908940e-03 
 1.80935595e-09 -9.24110242e-01  9.38065315e-02  2.00127739e-02 -3.34520102e-02 -1.18518788e-02  5.19135197e-02  1.03877883e-02 
 1.80984225e-09 -9.95610498e-01  6.63184687e-02  3.48364515e-03 -2.07259601e-02 -1.77488286e-02  5.46619311e-02  1.95376587e-02 
 1.81029939e-09 -8.52299874e-01  2.59613688e-02 -1.31937194e-02 -3.92578204e-03 -1.94536828e-02  4.53174428e-02  2.41630343e-02 
 1.81078128e-09 -5.13236368e-01 -2.22958781e-02 -2.77805036e-02  1.48801861e-02 -1.65708263e-02  2.47137049e-02  2.32845144e-02 
 1.81134896e-09  2.81708749e-02 -7.16734573e-02 -3.61485291e-02  3.20234675e-02 -8.25630732e-03 -6.56964024e-03  1.49250091e-02 
 1.81201750e-09  6.41200738e-01 -9.95452916e-02 -3.11005857e-02  3.84171583e-02  4.41906013e-03 -3.93501629e-02 -6.70925166e-04 
 1.81260695e-09  9.59421869e-01 -8.77155262e-02 -1.55198695e-02  3.02718297e-02  1.43470889e-02 -5.47010812e-02 -1.43712244e-02 
 1.81307233e-09  9.84009588e-01 -5.63928423e-02  9.86267875e-04  1.60481158e-02  1.89840277e-02 -5.39386674e-02 -2.22301508e-02 
 1.81353746e-09  7.99848266e-01 -1.28252834e-02  1.73732727e-02 -2.12460941e-03  1.92525137e-02 -4.11504785e-02 -2.53523569e-02 
 1.81403145e-09  4.20079745e-01  3.62649886e-02  3.03717759e-02 -2.11017194e-02  1.46278704e-02 -1.74747146e-02 -2.24589439e-02 
 1.81463342e-09 -1.67065178e-01  8.30530693e-02  3.54198327e-02 -3.66273412e-02  4.18456333e-03  1.61531723e-02 -1.16747572e-02 
 1.81533332e-09 -7.62435092e-01  9.93131222e-02  2.55210008e-02 -3.81707345e-02 -9.52389222e-03  4.64064020e-02  4.97336348e-03 
 1.81588447e-09 -9.88299789e-01  7.80827482e-02  8.91582370e-03 -2.68840558e-02 -1.79228834e-02  5.56218452e-02  1.66251837e-02 
 1.81635302e-09 -9.50803422e-01  4.09588022e-02 -7.75595053e-03 -1.05917736e-02 -2.10110671e-02  5.03221476e-02  2.28987202e-02 
 1.81686960e-09 -6.74099041e-01 -1.00394462e-02 -2.40547387e-02  1.01275439e-02 -1.88222268e-02  3.13760572e-02  2.38439373e-02 
 1.81737587e-09 -2.31837572e-01 -5.75081557e-02 -3.37470728e-02  2.79379188e-02 -1.15727689e-02  4.24506674e-03  1.83788257e-02 
 1.81803180e-09  4.08970703e-01 -9.56930647e-02 -3.31591569e-02  3.94851207e-02  1.65774315e-03 -3.08892854e-02  4.71594745e-03 
 1.81879605e-09  9.26437791e-01 -8.87660081e-02 -1.63383865e-02  3.26367647e-02  1.54470136e-02 -5.43351419e-02 -1.23659156e-02 
 1.81928382e-09  9.94870753e-01 -5.63670372e-02 -1.28562038e-04  1.83350526e-02  2.05649530e-02 -5.46127543e-02 -2.04078979e-02 
 1.81974175e-09  8.47883922e-01 -1.35165566e-02  1.53794352e-02  4.33918110e-04  2.07703511e-02 -4.30486602e-02 -2.37505199e-02 
 1.82022500e-09  5.04847851e-01  3.45965489e-02  2.81402412e-02 -1.88596739e-02  1.58685805e-02 -2.07720021e-02 -2.15698635e-02 
 1.82079030e-09 -3.55429960e-02  7.98697585e-02  3.41942213e-02 -3.53929447e-02  5.37351480e-03  1.08709549e-02 -1.22886715e-02 
 1.82145823e-09 -6.46375141e-01  9.99550083e-02  2.73379413e-02 -3.99790451e-02 -8.77933794e-03  4.22987361e-02  3.25434000e-03 
 1.82205864e-09 -9.64265017e-01  8.03661024e-02  1.11634687e-02 -2.94590788e-02 -1.86757365e-02  5.53678709e-02  1.60993627e-02 
 1.82252501e-09 -9.80505620e-01  4.45419013e-02 -4.60371187e-03 -1.35509169e-02 -2.21156859e-02  5.22418592e-02  2.25862441e-02 
 1.82298773e-09 -7.89965196e-01 -6.43860458e-04 -1.93539291e-02  5.64802344e-03 -2.05273058e-02  3.75600905e-02  2.41725036e-02 
 1.82348019e-09 -4.06642511e-01 -4.83460203e-02 -3.02019870e-02  2.49124669e-02 -1.36636125e-02  1.28026469e-02  1.99161520e-02 
 1.82407870e-09  1.78196674e-01 -8.95722641e-02 -3.28430394e-02  3.95564722e-02 -9.38197060e-04 -2.04712510e-02  8.37930077e-03 
 1.82477862e-09  7.69711285e-01 -9.69579756e-02 -2.14548200e-02  3.89808469e-02  1.40065369e-02 -4.87121067e-02 -7.78027934e-03 
 1.82533056e-09  9.90076453e-01 -6.92653144e-02 -5.01290955e-03  2.56723930e-02  2.19440237e-02 -5.55512516e-02 -1.81365776e-02 
 1.82579819e-09  9.47273714e-01 -2.87972972e-02  1.04946282e-02  7.94229716e-03  2.36749439e-02 -4.82568327e-02 -2.28960730e-02 
 1.82631244e-09  6.67519851e-01  2.26124705e-02  2.47415493e-02 -1.36308172e-02  1.93577274e-02 -2.78538095e-02 -2.21921571e-02 
 1.82681728e-09  2.24588760e-01  6.73396428e-02  3.22281991e-02 -3.14274242e-02  9.87377217e-03 -3.26374925e-04 -1.55653038e-02 
 1.82747163e-09 -4.14317121e-01  9.85573481e-02  2.94605990e-02 -4.17636489e-02 -5.53117614e-03  3.37479685e-02 -1.54657741e-03 
 1.82823923e-09 -9.29862296e-01  8.21690678e-02  1.19417537e-02 -3.25158916e-02 -1.99451760e-02  5.46162294e-02  1.44216477e-02 
 1.82872645e-09 -9.93957360e-01  4.54224999e-02 -3.40006305e-03 -1.66773502e-02 -2.41553647e-02  5.28952284e-02  2.10403297e-02 
 1.82918322e-09 -8.43881366e-01  9.43091880e-04 -1.72957756e-02  2.27603126e-03 -2.27647696e-02  3.98304199e-02  2.28563927e-02 
 1.82966468e-09 -4.99907518e-01 -4.59652495e-02 -2.79110109e-02  2.20091307e-02 -1.57725040e-02  1.67997090e-02  1.92599983e-02 
 1.83023118e-09  4.24440836e-02 -8.67757173e-02 -3.16144615e-02  3.81727338e-02 -2.88124347e-03 -1.46403658e-02  9.00610127e-03 
 1.83089910e-09  6.51624795e-01 -9.87928617e-02 -2.31062173e-02  4.11683101e-02  1.29678066e-02 -4.42576225e-02 -6.30395358e-03 
 1.83150031e-09  9.66277171e-01 -7.22264955e-02 -7.00269806e-03  2.87624647e-02  2.28742206e-02 -5.49673726e-02 -1.78404292e-02 
 1.83196802e-09  9.78690452e-01 -3.27771223e-02  7.65383080e-03  1.14717078e-02  2.52654418e-02 -4.99935920e-02 -2.28377304e-02 
 1.83243683e-09  7.80602429e-01  1.39842841e-02  2.06623600e-02 -8.85098480e-03  2.18457969e-02 -3.37340925e-02 -2.28049778e-02 
 1.83293289e-09  3.89470793e-01  5.98885285e-02  2.91237472e-02 -2.83667665e-02  1.26513093e-02 -8.26323348e-03 -1.70728765e-02 
 1.83353649e-09 -2.01571172e-01  9.49836372e-02  2.91083555e-02 -4.20630846e-02 -2.55907289e-03  2.43147232e-02 -4.66654823e-03 
 1.83424235e-09 -7.88358021e-01  9.22626807e-02  1.61429724e-02 -3.91542706e-02 -1.87621855e-02  4.98245902e-02  1.08731091e-02 
 1.83478796e-09 -9.93094829e-01  5.83396640e-02  4.05173779e-04 -2.41342243e-02 -2.60152090e-02  5.38349888e-02  1.95636603e-02 
 1.83525655e-09 -9.39183553e-01  1.48330265e-02 -1.35661907e-02 -5.16679751e-03 -2.62901168e-02  4.45244431e-02  2.26326802e-02 
 1.83576684e-09 -6.52181469e-01 -3.59114826e-02 -2.52527665e-02  1.68280443e-02 -1.98099629e-02  2.30552937e-02  2.01361946e-02 
 1.83628271e-09 -1.93853227e-01 -7.76550410e-02 -3.01759515e-02  3.45855091e-02 -7.82045976e-03 -4.93632989e-03  1.20421523e-02 
 1.83693759e-09  4.43188391e-01 -9.99816567e-02 -2.47555010e-02  4.31380698e-02  9.63726877e-03 -3.69492969e-02 -2.34460924e-03 
 1.83774280e-09  9.53178587e-01 -7.00005871e-02 -5.73936171e-03  3.03230898e-02  2.45825209e-02 -5.39813689e-02 -1.72073801e-02 
 1.83823598e-09  9.82847278e-01 -2.72997252e-02  8.48423712e-03  1.26152683e-02  2.72169973e-02 -4.88425334e-02 -2.17642524e-02 
 1.83869245e-09  8.01194258e-01  1.84196065e-02  2.00743310e-02 -7.06765007e-03  2.36253552e-02 -3.34382924e-02 -2.13295844e-02 
 1.83919466e-09  4.14659167e-01  6.39067203e-02  2.77852401e-02 -2.71118592e-02  1.36662719e-02 -8.40926486e-03 -1.52531055e-02 
 1.83976607e-09 -1.42803822e-01  9.55493315e-02  2.76454366e-02 -4.10693397e-02 -1.74796278e-03  2.19559075e-02 -3.33186990e-03 
 1.84046901e-09 -7.48331413e-01  9.16476365e-02  1.55791716e-02 -3.96461300e-02 -1.90529258e-02  4.78323309e-02  1.21909733e-02 
 1.84103046e-09 -9.86525704e-01  5.57373479e-02  3.69062630e-04 -2.47640919e-02 -2.70243954e-02  5.27334585e-02  2.08299308e-02 
 1.84149914e-09 -9.54184928e-01  1.16844243e-02 -1.27031521e-02 -5.81439489e-03 -2.73539747e-02  4.42273564e-02  2.33675850e-02 
 1.84201382e-09 -6.83646043e-01 -3.92669856e-02 -2.35492798e-02  1.66529178e-02 -2.04895073e-02  2.35895281e-02  2.01081482e-02 
 1.84251736e-09 -2.47105752e-01 -7.91289572e-02 -2.77591795e-02  3.45539227e-02 -8.13657678e-03 -2.86002190e-03  1.15629746e-02 
 1.84316995e-09  3.91496921e-01 -9.99997425e-02 -2.22722702e-02  4.39715379e-02  1.03393941e-02 -3.42119155e-02 -3.23050319e-03 
 1.84393356e-09  9.18838233e-01 -7.14607145e-02 -4.96591037e-03  3.28697070e-02  2.60224498e-02 -5.15227391e-02 -1.75432636e-02 
 1.84442032e-09  9.96751692e-01 -2.99007226e-02  8.37454315e-03  1.57834543e-02  2.95164616e-02 -4.80924939e-02 -2.21012163e-02 
 1.84487770e-09  8.58962865e-01  1.58358205e-02  1.93764227e-02 -4.10747957e-03  2.63894649e-02 -3.42239090e-02 -2.16409275e-02 
 1.84535995e-09  5.23932449e-01  6.02689472e-02  2.64690312e-02 -2.42812247e-02  1.67949663e-02 -1.14620150e-02 -1.58640949e-02 
 1.84592768e-09 -1.57114638e-02  9.39502441e-02  2.65061287e-02 -4.00801042e-02  6.68293675e-04  1.82267793e-02 -4.13295324e-03 
 1.84659555e-09 -6.31073111e-01  9.47332555e-02  1.58274942e-02 -4.17031158e-02 -1.78157710e-02  4.44369126e-02  1.08281137e-02 
 1.84721289e-09 -9.63472163e-01  5.81279935e-02  1.14886204e-05 -2.73247055e-02 -2.83520111e-02  5.18887093e-02  2.05420548e-02 
 1.84768540e-09 -9.79882428e-01  1.41840644e-02 -1.24825204e-02 -8.81081257e-03 -2.95346745e-02  4.45671063e-02  2.31806833e-02 
 1.84815891e-09 -7.81347773e-01 -3.30354126e-02 -2.21674613e-02  1.21381041e-02 -2.37852069e-02  2.69480108e-02  2.06141595e-02 
 1.84866015e-09 -3.85790583e-01 -7.47131200e-02 -2.66513674e-02  3.13802447e-02 -1.15284860e-02  1.57970466e-03  1.26871248e-02 
 1.84926689e-09  2.08540090e-01 -9.93589571e-02 -2.26670918e-02  4.34186738e-02  6.84855943e-03 -2.85049898e-02 -7.93950081e-04 
 1.84997868e-09  7.96314066e-01 -8.21505670e-02 -7.99010977e-03  3.77504278e-02  2.45910543e-02 -4.92502313e-02 -1.51690807e-02 
 1.85052492e-09  9.94606454e-01 -3.99957580e-02  6.34582782e-03  2.08848311e-02  3.09215541e-02 -4.93547926e-02 -2.14691917e-02 
 1.85099557e-09  9.33665055e-01  6.45893716e-03  1.75077722e-02  9.44073806e-04  2.91239575e-02 -3.75299548e-02 -2.19718640e-02 
 1.85150621e-09  6.39901743e-01  5.49022507e-02  2.51164416e-02 -2.09857822e-02  1.96268633e-02 -1.50829548e-02 -1.68327318e-02 
 1.85202756e-09  1.72654500e-01  8.95071796e-02  2.59316163e-02 -3.76271048e-02  4.46712035e-03  1.20208218e-02 -6.86646197e-03 
 1.85268490e-09 -4.64587861e-01  9.79516674e-02  1.70366982e-02 -4.33525073e-02 -1.54538258e-02  4.00821310e-02  7.73713748e-03 
 1.85351038e-09 -9.65627059e-01  5.08117609e-02 -2.27734043e-03 -2.65064002e-02 -3.01187643e-02  5.07449397e-02  2.00394047e-02 
 1.85401078e-09 -9.72056127e-01  2.67952743e-03 -1.40980164e-02 -7.08710746e-03 -3.04482030e-02  4.17798558e-02  2.17568215e-02 
 1.85447580e-09 -7.63856376e-01 -4.29206559e-02 -2.21695912e-02  1.31754182e-02 -2.37510667e-02  2.39672472e-02  1.83981829e-02 
 1.85498739e-09 -3.50560715e-01 -8.19845276e-02 -2.53502490e-02  3.22128771e-02 -1.01754808e-02 -1.53981550e-03  9.59431285e-03 
 1.85556528e-09  2.17407294e-01 -9.99685854e-02 -2.07293557e-02  4.30006518e-02  8.14082226e-03 -2.91599701e-02 -3.61782752e-03 
 1.85628818e-09  8.08352821e-01 -7.60827507e-02 -6.00115463e-03  3.63057050e-02  2.61396193e-02 -4.86274646e-02 -1.77180514e-02 
 1.85682241e-09  9.95421296e-01 -3.18509968e-02  7.24403614e-03  1.90859319e-02  3.17125386e-02 -4.77808037e-02 -2.28699091e-02 
 1.85728828e-09  9.32441259e-01  1.46582806e-02  1.73032692e-02 -1.04363182e-03  2.91834150e-02 -3.58099928e-02 -2.22139732e-02 
 1.85779089e-09  6.43448661e-01  6.09591615e-02  2.36572108e-02 -2.27453937e-02  1.89508719e-02 -1.39970864e-02 -1.59076476e-02 
 1.85830992e-09  1.79494978e-01  9.24830404e-02  2.34757813e-02 -3.90518350e-02  3.01358552e-03  1.22380325e-02 -5.05196734e-03 
 1.85896298e-09 -4.54627940e-01  9.63656831e-02  1.40210506e-02 -4.39967352e-02 -1.75226719e-02  3.89612156e-02  9.74086021e-03 
 1.85979651e-09 -9.64796896e-01  4.41418615e-02 -4.87549147e-03 -2.58629594e-02 -3.22746424e-02  4.84194076e-02  2.11193712e-02 
 1.86030000e-09 -9.72074805e-01 -5.21310740e-03 -1.56461352e-02 -5.83680865e-03 -3.19560954e-02  3.89068160e-02  2.17065171e-02 
 1.86077161e-09 -7.59647362e-01 -5.04865709e-02 -2.23864732e-02  1.47927479e-02 -2.42064278e-02  2.08000748e-02  1.71526875e-02 
 1.86128668e-09 -3.41211315e-01 -8.67554734e-02 -2.39174755e-02  3.35133641e-02 -9.36480533e-03 -4.31359144e-03  7.33828633e-03 
 1.86186944e-09  2.31857904e-01 -9.97621571e-02 -1.78333460e-02  4.33279289e-02  1.01135151e-02 -3.07528215e-02 -6.27606436e-03 
 1.86260064e-09  8.21753521e-01 -6.90463664e-02 -2.60038753e-03  3.49749409e-02  2.84613976e-02 -4.80100984e-02 -1.96082251e-02 
 1.86312313e-09  9.96445580e-01 -2.31469688e-02  9.49996507e-03  1.73462816e-02  3.32919039e-02 -4.56832802e-02 -2.34468343e-02 
