 time            vref1           vref2           vref3           vref4           vout1           vout2           vout3           vout4          
 6.60933324e-11  7.36905656e-01  7.36905708e-01  7.36895179e-01  7.36903920e-01  7.30038264e-01  7.30081694e-01  7.29968530e-01  7.30054038e-01 
 6.67690192e-11  7.36908331e-01  7.36903440e-01  7.36897563e-01  7.36908539e-01  7.30044394e-01  7.30083522e-01  7.29957357e-01  7.30057981e-01 
 6.74473362e-11  7.36907087e-01  7.36899069e-01  7.36901778e-01  7.36908674e-01  7.30050223e-01  7.30081510e-01  7.29950748e-01  7.30064289e-01 
 6.79389801e-11  7.36903857e-01  7.36895704e-01  7.36904999e-01  7.36905932e-01  7.30051881e-01  7.30076892e-01  7.29949168e-01  7.30067465e-01 
 6.84260532e-11  7.36899354e-01  7.36893110e-01  7.36907205e-01  7.36901637e-01  7.30049779e-01  7.30069748e-01  7.29949683e-01  7.30067319e-01 
 6.89359885e-11  7.36894452e-01  7.36891599e-01  7.36907784e-01  7.36896364e-01  7.30042963e-01  7.30060323e-01  7.29951135e-01  7.30062274e-01 
 6.95543094e-11  7.36890075e-01  7.36891883e-01  7.36906071e-01  7.36890660e-01  7.30029480e-01  7.30048403e-01  7.29951832e-01  7.30049348e-01 
 7.03052865e-11  7.36888894e-01  7.36895063e-01  7.36901556e-01  7.36887592e-01  7.30010418e-01  7.30036984e-01  7.29948177e-01  7.30027586e-01 
 7.08724367e-11  7.36891232e-01  7.36898496e-01  7.36897452e-01  7.36888995e-01  7.29997831e-01  7.30032071e-01  7.29941306e-01  7.30010623e-01 
 7.13463441e-11  7.36895038e-01  7.36900912e-01  7.36894581e-01  7.36892274e-01  7.29990753e-01  7.30030584e-01  7.29933074e-01  7.29998754e-01 
 7.18437126e-11  7.36899764e-01  7.36902445e-01  7.36893011e-01  7.36897003e-01  7.29987896e-01  7.30031027e-01  7.29923033e-01  7.29990594e-01 
 7.23933422e-11  7.36904169e-01  7.36902554e-01  7.36893313e-01  7.36902422e-01  7.29989722e-01  7.30032495e-01  7.29912128e-01  7.29987471e-01 
 7.30615396e-11  7.36906421e-01  7.36900292e-01  7.36896090e-01  7.36906729e-01  7.29995687e-01  7.30033048e-01  7.29902010e-01  7.29989894e-01 
 7.37286593e-11  7.36904661e-01  7.36896292e-01  7.36900227e-01  7.36906716e-01  7.30001078e-01  7.30030080e-01  7.29897088e-01  7.29994468e-01 
 7.42087087e-11  7.36901157e-01  7.36893299e-01  7.36903105e-01  7.36904010e-01  7.30002323e-01  7.30025251e-01  7.29896757e-01  7.29996508e-01 
 7.46891305e-11  7.36896458e-01  7.36891027e-01  7.36904858e-01  7.36899796e-01  7.29999792e-01  7.30018323e-01  7.29898289e-01  7.29995543e-01 
 7.51916451e-11  7.36891469e-01  7.36889800e-01  7.36904939e-01  7.36894651e-01  7.29992520e-01  7.30009620e-01  7.29900443e-01  7.29990057e-01 
 7.57988127e-11  7.36887126e-01  7.36890265e-01  7.36902759e-01  7.36889113e-01  7.29978543e-01  7.29999048e-01  7.29901474e-01  7.29977235e-01 
 7.65287822e-11  7.36886091e-01  7.36893321e-01  7.36898040e-01  7.36886107e-01  7.29959019e-01  7.29989340e-01  7.29897753e-01  7.29956343e-01 
 7.70938816e-11  7.36888641e-01  7.36896580e-01  7.36893922e-01  7.36887429e-01  7.29945663e-01  7.29985247e-01  7.29890470e-01  7.29939660e-01 
 7.75644266e-11  7.36892686e-01  7.36898847e-01  7.36891188e-01  7.36890638e-01  7.29937991e-01  7.29984156e-01  7.29881832e-01  7.29927893e-01 
 7.80594332e-11  7.36897732e-01  7.36900289e-01  7.36889884e-01  7.36895310e-01  7.29934562e-01  7.29984687e-01  7.29871413e-01  7.29919518e-01 
 7.86157897e-11  7.36902577e-01  7.36900450e-01  7.36890617e-01  7.36900813e-01  7.29935955e-01  7.29985985e-01  7.29860175e-01  7.29915780e-01 
 7.92738826e-11  7.36905203e-01  7.36898555e-01  7.36893901e-01  7.36905239e-01  7.29941528e-01  7.29986182e-01  7.29850468e-01  7.29917227e-01 
 7.99652902e-11  7.36903651e-01  7.36895047e-01  7.36898605e-01  7.36905571e-01  7.29946832e-01  7.29982824e-01  7.29846219e-01  7.29920877e-01 
 8.04552431e-11  7.36900195e-01  7.36892523e-01  7.36901665e-01  7.36903079e-01  7.29947809e-01  7.29977839e-01  7.29846733e-01  7.29922194e-01 
 8.09985641e-11  7.36895065e-01  7.36890631e-01  7.36903454e-01  7.36898665e-01  7.29944191e-01  7.29970161e-01  7.29849354e-01  7.29920047e-01 
 8.15021520e-11  7.36890369e-01  7.36890087e-01  7.36903161e-01  7.36893957e-01  7.29935939e-01  7.29961938e-01  7.29852024e-01  7.29913549e-01 
 8.21562845e-11  7.36886496e-01  7.36891289e-01  7.36900352e-01  7.36888869e-01  7.29919818e-01  7.29951853e-01  7.29852980e-01  7.29898864e-01 
 8.29125483e-11  7.36886727e-01  7.36894869e-01  7.36895394e-01  7.36887045e-01  7.29899243e-01  7.29943878e-01  7.29847977e-01  7.29877315e-01 
 8.34583489e-11  7.36890031e-01  7.36897956e-01  7.36891815e-01  7.36889082e-01  7.29886710e-01  7.29941306e-01  7.29839972e-01  7.29862079e-01 
 8.39329327e-11  7.36894594e-01  7.36899989e-01  7.36889748e-01  7.36892650e-01  7.29879559e-01  7.29941042e-01  7.29830663e-01  7.29851326e-01 
 8.44502897e-11  7.36900014e-01  7.36901132e-01  7.36889372e-01  7.36897611e-01  7.29876750e-01  7.29942032e-01  7.29819598e-01  7.29843953e-01 
 8.50310489e-11  7.36904713e-01  7.36900804e-01  7.36891265e-01  7.36903034e-01  7.29878793e-01  7.29943183e-01  7.29808502e-01  7.29841347e-01 
 8.57373622e-11  7.36906505e-01  7.36898281e-01  7.36895782e-01  7.36906766e-01  7.29884353e-01  7.29942216e-01  7.29800019e-01  7.29843320e-01 
 8.63653876e-11  7.36904250e-01  7.36895037e-01  7.36900369e-01  7.36906161e-01  7.29887851e-01  7.29937927e-01  7.29798011e-01  7.29845793e-01 
 8.68548864e-11  7.36900385e-01  7.36892863e-01  7.36903208e-01  7.36903362e-01  7.29887362e-01  7.29932300e-01  7.29799541e-01  7.29845865e-01 
 8.73763519e-11  7.36895316e-01  7.36891565e-01  7.36904443e-01  7.36899063e-01  7.29882236e-01  7.29924733e-01  7.29802635e-01  7.29842310e-01 
 8.79181123e-11  7.36890536e-01  7.36891628e-01  7.36903513e-01  7.36894242e-01  7.29871708e-01  7.29916388e-01  7.29805394e-01  7.29833738e-01 
 8.85810299e-11  7.36887446e-01  7.36893684e-01  7.36900018e-01  7.36889934e-01  7.29854022e-01  7.29907769e-01  7.29805311e-01  7.29817519e-01 
 8.93478323e-11  7.36888956e-01  7.36897674e-01  7.36894778e-01  7.36889493e-01  7.29833347e-01  7.29902205e-01  7.29798404e-01  7.29795922e-01 
 8.98673442e-11  7.36892858e-01  7.36900332e-01  7.36891630e-01  7.36892245e-01  7.29822427e-01  7.29901299e-01  7.29789683e-01  7.29782611e-01 
 9.03643482e-11  7.36898028e-01  7.36901901e-01  7.36890107e-01  7.36896399e-01  7.29816347e-01  7.29902036e-01  7.29779372e-01  7.29773080e-01 
 9.08897318e-11  7.36903443e-01  7.36902303e-01  7.36890655e-01  7.36901439e-01  7.29815024e-01  7.29903456e-01  7.29768299e-01  7.29767629e-01 
 9.15007477e-11  7.36907567e-01  7.36901102e-01  7.36893726e-01  7.36906412e-01  7.29818183e-01  7.29904197e-01  7.29757993e-01  7.29766697e-01 
 9.22552201e-11  7.36907809e-01  7.36897871e-01  7.36899317e-01  7.36908630e-01  7.29823401e-01  7.29901533e-01  7.29751885e-01  7.29769200e-01 
 9.28297756e-11  7.36904627e-01  7.36895113e-01  7.36903469e-01  7.36906799e-01  7.29824791e-01  7.29896336e-01  7.29752190e-01  7.29770391e-01 
