 frequency       s11_db          s22_db          s12_db          s21_db          s11_deg         s22_deg         s12_deg         s21_deg        
 1.30080000e+11 -6.43572078e-01 -6.48459900e-01 -4.12458267e+01 -4.12458267e+01 -1.70592823e+02 -1.75935934e+02 -1.04944953e+02 -1.04944953e+02 
 1.30160000e+11 -6.45888989e-01 -6.50744662e-01 -4.11680404e+01 -4.11680403e+01 -1.70699103e+02 -1.76046329e+02 -1.05148931e+02 -1.05148931e+02 
 1.30240000e+11 -6.48224949e-01 -6.53048042e-01 -4.10898921e+01 -4.10898921e+01 -1.70805660e+02 -1.76156995e+02 -1.05353749e+02 -1.05353749e+02 
 1.30320000e+11 -6.50580221e-01 -6.55370299e-01 -4.10113805e+01 -4.10113805e+01 -1.70912497e+02 -1.76267937e+02 -1.05559415e+02 -1.05559415e+02 
 1.30400000e+11 -6.52955075e-01 -6.57711696e-01 -4.09325040e+01 -4.09325039e+01 -1.71019617e+02 -1.76379156e+02 -1.05765939e+02 -1.05765939e+02 
 1.30480000e+11 -6.55349788e-01 -6.60072500e-01 -4.08532611e+01 -4.08532611e+01 -1.71127021e+02 -1.76490655e+02 -1.05973330e+02 -1.05973331e+02 
 1.30560000e+11 -6.57764638e-01 -6.62452987e-01 -4.07736503e+01 -4.07736503e+01 -1.71234714e+02 -1.76602437e+02 -1.06181599e+02 -1.06181599e+02 
 1.30640000e+11 -6.60199911e-01 -6.64853433e-01 -4.06936701e+01 -4.06936701e+01 -1.71342696e+02 -1.76714503e+02 -1.06390753e+02 -1.06390753e+02 
 1.30720000e+11 -6.62655899e-01 -6.67274125e-01 -4.06133189e+01 -4.06133189e+01 -1.71450972e+02 -1.76826857e+02 -1.06600803e+02 -1.06600803e+02 
 1.30800000e+11 -6.65132899e-01 -6.69715351e-01 -4.05325952e+01 -4.05325952e+01 -1.71559543e+02 -1.76939502e+02 -1.06811759e+02 -1.06811759e+02 
 1.30880000e+11 -6.67631213e-01 -6.72177408e-01 -4.04514974e+01 -4.04514974e+01 -1.71668413e+02 -1.77052439e+02 -1.07023632e+02 -1.07023632e+02 
 1.30960000e+11 -6.70151150e-01 -6.74660597e-01 -4.03700239e+01 -4.03700239e+01 -1.71777584e+02 -1.77165673e+02 -1.07236430e+02 -1.07236430e+02 
 1.31040000e+11 -6.72693027e-01 -6.77165225e-01 -4.02881731e+01 -4.02881731e+01 -1.71887059e+02 -1.77279205e+02 -1.07450165e+02 -1.07450165e+02 
 1.31120000e+11 -6.75257163e-01 -6.79691606e-01 -4.02059434e+01 -4.02059433e+01 -1.71996841e+02 -1.77393038e+02 -1.07664847e+02 -1.07664847e+02 
 1.31200000e+11 -6.77843886e-01 -6.82240060e-01 -4.01233331e+01 -4.01233330e+01 -1.72106933e+02 -1.77507175e+02 -1.07880488e+02 -1.07880488e+02 
 1.31280000e+11 -6.80453532e-01 -6.84810914e-01 -4.00403405e+01 -4.00403405e+01 -1.72217338e+02 -1.77621620e+02 -1.08097097e+02 -1.08097097e+02 
 1.31360000e+11 -6.83086441e-01 -6.87404500e-01 -3.99569641e+01 -3.99569641e+01 -1.72328058e+02 -1.77736374e+02 -1.08314687e+02 -1.08314687e+02 
 1.31440000e+11 -6.85742962e-01 -6.90021159e-01 -3.98732021e+01 -3.98732021e+01 -1.72439097e+02 -1.77851441e+02 -1.08533267e+02 -1.08533268e+02 
 1.31520000e+11 -6.88423450e-01 -6.92661237e-01 -3.97890529e+01 -3.97890528e+01 -1.72550457e+02 -1.77966824e+02 -1.08752851e+02 -1.08752851e+02 
 1.31600000e+11 -6.91128267e-01 -6.95325089e-01 -3.97045146e+01 -3.97045146e+01 -1.72662143e+02 -1.78082525e+02 -1.08973450e+02 -1.08973450e+02 
 1.31680000e+11 -6.93857784e-01 -6.98013075e-01 -3.96195856e+01 -3.96195855e+01 -1.72774156e+02 -1.78198549e+02 -1.09195075e+02 -1.09195075e+02 
 1.31760000e+11 -6.96612380e-01 -7.00725565e-01 -3.95342640e+01 -3.95342640e+01 -1.72886500e+02 -1.78314897e+02 -1.09417739e+02 -1.09417739e+02 
 1.31840000e+11 -6.99392438e-01 -7.03462936e-01 -3.94485482e+01 -3.94485482e+01 -1.72999178e+02 -1.78431573e+02 -1.09641454e+02 -1.09641455e+02 
 1.31920000e+11 -7.02198355e-01 -7.06225571e-01 -3.93624363e+01 -3.93624363e+01 -1.73112194e+02 -1.78548581e+02 -1.09866233e+02 -1.09866233e+02 
 1.32000000e+11 -7.05030532e-01 -7.09013864e-01 -3.92759266e+01 -3.92759265e+01 -1.73225551e+02 -1.78665922e+02 -1.10092088e+02 -1.10092089e+02 
