t_ns,out1_mv,out2_mv,out3_mv,out4_mv
2.900000e-01,2.151912e-01,-9.726865e-02,-6.124020e-01,5.028090e-01
2.910000e-01,2.209573e-01,-1.027419e-01,-6.094041e-01,4.993595e-01
2.920000e-01,2.267091e-01,-1.081544e-01,-6.063172e-01,4.958786e-01
2.930000e-01,2.324277e-01,-1.135297e-01,-6.031451e-01,4.923623e-01
2.940000e-01,2.380938e-01,-1.189058e-01,-5.998829e-01,4.887679e-01
2.950000e-01,2.436981e-01,-1.242983e-01,-5.965199e-01,4.850636e-01
2.960000e-01,2.492543e-01,-1.296992e-01,-5.930492e-01,4.812396e-01
2.970000e-01,2.547879e-01,-1.350713e-01,-5.894761e-01,4.773266e-01
2.980000e-01,2.603059e-01,-1.403803e-01,-5.858130e-01,4.733767e-01
2.990000e-01,2.657913e-01,-1.456375e-01,-5.820664e-01,4.694023e-01
3.000000e-01,2.712228e-01,-1.508813e-01,-5.782340e-01,4.653655e-01
3.010000e-01,2.765863e-01,-1.561337e-01,-5.743080e-01,4.612286e-01
3.020000e-01,2.818895e-01,-1.613940e-01,-5.702804e-01,4.569750e-01
3.030000e-01,2.871591e-01,-1.666322e-01,-5.661526e-01,4.526242e-01
3.040000e-01,2.924102e-01,-1.718089e-01,-5.619347e-01,4.482281e-01
3.050000e-01,2.976298e-01,-1.769218e-01,-5.576349e-01,4.438147e-01
3.060000e-01,3.027953e-01,-1.820065e-01,-5.532532e-01,4.393550e-01
3.070000e-01,3.078885e-01,-1.870912e-01,-5.487847e-01,4.348065e-01
3.080000e-01,3.129105e-01,-1.921808e-01,-5.442220e-01,4.301475e-01
3.090000e-01,3.178863e-01,-1.972535e-01,-5.395636e-01,4.253862e-01
3.100000e-01,3.228385e-01,-2.022692e-01,-5.348163e-01,4.205699e-01
3.110000e-01,3.277607e-01,-2.072126e-01,-5.299884e-01,4.157394e-01
3.120000e-01,3.326296e-01,-2.121121e-01,-5.250824e-01,4.108787e-01
3.130000e-01,3.374240e-01,-2.170012e-01,-5.200956e-01,4.059432e-01
3.140000e-01,3.421383e-01,-2.218901e-01,-5.150225e-01,4.009058e-01
3.150000e-01,3.467933e-01,-2.267653e-01,-5.098597e-01,3.957646e-01
3.160000e-01,3.514175e-01,-2.315894e-01,-5.046108e-01,3.905590e-01
3.170000e-01,3.560127e-01,-2.363363e-01,-4.992830e-01,3.853383e-01
3.180000e-01,3.605564e-01,-2.410246e-01,-4.938804e-01,3.801021e-01
3.190000e-01,3.650254e-01,-2.456906e-01,-4.884027e-01,3.748069e-01
3.200000e-01,3.694074e-01,-2.503501e-01,-4.828464e-01,3.694197e-01
3.210000e-01,3.737175e-01,-2.549972e-01,-4.772080e-01,3.639308e-01
3.220000e-01,3.779871e-01,-2.595997e-01,-4.714879e-01,3.583691e-01
3.230000e-01,3.822275e-01,-2.641245e-01,-4.656914e-01,3.527874e-01
3.240000e-01,3.864194e-01,-2.685780e-01,-4.598233e-01,3.472018e-01
3.250000e-01,3.905373e-01,-2.729958e-01,-4.538852e-01,3.415747e-01
3.260000e-01,3.945642e-01,-2.774000e-01,-4.478760e-01,3.358672e-01
3.270000e-01,3.985076e-01,-2.817907e-01,-4.417931e-01,3.300631e-01
3.280000e-01,4.023989e-01,-2.861427e-01,-4.356349e-01,3.241804e-01
