 frequency       s11_db          s22_db          s12_db          s21_db          s11_deg         s22_deg         s12_deg         s21_deg        
 1.30160000e+11 -6.90148288e-01 -6.80340554e-01 -4.12995915e+01 -4.12995915e+01 -1.75129546e+02 -1.80120410e+02 -1.09939918e+02 -1.09939918e+02 
 1.30240000e+11 -6.92409506e-01 -6.82486760e-01 -4.12211345e+01 -4.12211345e+01 -1.75238240e+02 -1.80232356e+02 -1.10159381e+02 -1.10159381e+02 
 1.30320000e+11 -6.94689468e-01 -6.84651132e-01 -4.11423319e+01 -4.11423319e+01 -1.75347209e+02 -1.80344575e+02 -1.10379451e+02 -1.10379452e+02 
 1.30400000e+11 -6.96988429e-01 -6.86833922e-01 -4.10631821e+01 -4.10631820e+01 -1.75456456e+02 -1.80457068e+02 -1.10600140e+02 -1.10600140e+02 
 1.30480000e+11 -6.99306655e-01 -6.89035386e-01 -4.09836833e+01 -4.09836832e+01 -1.75565984e+02 -1.80569839e+02 -1.10821455e+02 -1.10821456e+02 
 1.30560000e+11 -7.01644411e-01 -6.91255787e-01 -4.09038338e+01 -4.09038338e+01 -1.75675795e+02 -1.80682890e+02 -1.11043409e+02 -1.11043409e+02 
 1.30640000e+11 -7.04001972e-01 -6.93495391e-01 -4.08236320e+01 -4.08236320e+01 -1.75785891e+02 -1.80796223e+02 -1.11266011e+02 -1.11266011e+02 
 1.30720000e+11 -7.06379615e-01 -6.95754470e-01 -4.07430761e+01 -4.07430761e+01 -1.75896276e+02 -1.80909841e+02 -1.11489272e+02 -1.11489272e+02 
 1.30800000e+11 -7.08777624e-01 -6.98033301e-01 -4.06621643e+01 -4.06621643e+01 -1.76006952e+02 -1.81023746e+02 -1.11713203e+02 -1.11713203e+02 
 1.30880000e+11 -7.11196289e-01 -7.00332167e-01 -4.05808949e+01 -4.05808948e+01 -1.76117922e+02 -1.81137942e+02 -1.11937814e+02 -1.11937814e+02 
 1.30960000e+11 -7.13635903e-01 -7.02651356e-01 -4.04992660e+01 -4.04992660e+01 -1.76229188e+02 -1.81252431e+02 -1.12163116e+02 -1.12163116e+02 
 1.31040000e+11 -7.16096769e-01 -7.04991163e-01 -4.04172759e+01 -4.04172759e+01 -1.76340753e+02 -1.81367215e+02 -1.12389121e+02 -1.12389122e+02 
