        f (GHz),              E_elec[1] (J),               E_mag[1] (J),               E_cap[1] (J),               E_ind[1] (J),              E_elec[2] (J),               E_mag[2] (J),               E_cap[2] (J),               E_ind[2] (J),              E_elec[3] (J),               E_mag[3] (J),               E_cap[3] (J),               E_ind[3] (J),              E_elec[4] (J),               E_mag[4] (J),               E_cap[4] (J),               E_ind[4] (J),              E_elec[5] (J),               E_mag[5] (J),               E_cap[5] (J),               E_ind[5] (J),              E_elec[6] (J),               E_mag[6] (J),               E_cap[6] (J),               E_ind[6] (J),              E_elec[7] (J),               E_mag[7] (J),               E_cap[7] (J),               E_ind[7] (J)
 1.90400000e+02,        +8.021724312657e-12,        +7.620256147631e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.744755978800e-12,        +2.537753073571e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.575309516559e-12,        +3.450714027276e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +4.413109045765e-12,        +3.984280804070e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +4.275898303177e-12,        +3.858214397903e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.637464498770e-12,        +3.512823103712e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.818129172113e-12,        +1.737120831157e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.92000000e+02,        +7.771153319997e-12,        +7.262152582248e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.682297022328e-12,        +2.484068280105e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.440690493299e-12,        +3.322030296351e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +4.128753135737e-12,        +3.737688701620e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +4.011204381269e-12,        +3.635262724981e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.516824247123e-12,        +3.387821139407e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.767595612027e-12,        +1.693396050113e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.93600000e+02,        +7.422115091672e-12,        +6.824112635011e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.624961358078e-12,        +2.435967844896e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.327721297535e-12,        +3.212232468374e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.887989152073e-12,        +3.537033675136e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.791444002893e-12,        +3.458254317386e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.415417813820e-12,        +3.280478837007e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.721826155441e-12,        +1.654259427038e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.95200000e+02,        +7.005680675543e-12,        +6.339905333658e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.573335105780e-12,        +2.393657678070e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.236292797522e-12,        +3.121822226734e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.694073544395e-12,        +3.382703768149e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.619311555764e-12,        +3.327282976149e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.333283999825e-12,        +3.191490740135e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.681028385781e-12,        +1.619746440978e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.96800000e+02,        +6.552768720512e-12,        +5.840376862067e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.527751909561e-12,        +2.357147057952e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.165703587992e-12,        +3.050408022457e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.546963549005e-12,        +3.272689050191e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.494595381905e-12,        +3.240381673028e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.269896232310e-12,        +3.120624029650e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.645246177692e-12,        +1.589769468494e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.98400000e+02,        +6.089591909348e-12,        +5.349769569828e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.488383043168e-12,        +2.326328923127e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.115193566682e-12,        +2.997322440182e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.445510355121e-12,        +3.204425978888e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.416236720834e-12,        +3.195220846735e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.224683520787e-12,        +3.067363080673e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.614431599133e-12,        +1.564178126326e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.00000000e+02,        +5.635731463926e-12,        +4.884710493368e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.455277841564e-12,        +2.301014954075e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.084129259759e-12,        +2.961901981469e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.388534808565e-12,        +3.175589262723e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.383295564295e-12,        +3.189794460754e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.197202969352e-12,        +3.031200308341e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.588474982964e-12,        +1.542782671366e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.01600000e+02,        +5.204176784218e-12,        +4.454966867088e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.428364996154e-12,        +2.280936256508e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.071953526560e-12,        +2.943529584794e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.375114079158e-12,        +3.184182829263e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.395142309576e-12,        +3.222425130089e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.187078364589e-12,        +3.011681596481e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.567202674046e-12,        +1.525349485380e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.03200000e+02,        +4.802411881087e-12,        +4.064983921872e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.407418544396e-12,        +2.265713954684e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.077937521755e-12,        +2.941485311544e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.404248279292e-12,        +3.228102537547e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.451021627529e-12,        +3.291235633296e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.193743113786e-12,        +3.008255349820e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.550345334501e-12,        +1.511571600274e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.04800000e+02,        +4.433823105479e-12,        +3.715517058117e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.391987942061e-12,        +2.254800143200e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.100720014495e-12,        +2.954603052389e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.473915634665e-12,        +3.304197048075e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.548971515626e-12,        +3.393089776242e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.215972551482e-12,        +3.019922857390e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.537475515133e-12,        +1.501013768774e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.06400000e+02,        +4.099011546321e-12,        +3.405013823476e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.381295764346e-12,        +2.247393468448e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.137616345576e-12,        +2.980720748573e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.579463699234e-12,        +3.406817603957e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.684026334110e-12,        +3.521979939678e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.251188296712e-12,        +3.044674501302e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.527916377421e-12,        +1.493034790041e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.08000000e+02,        +3.796841065013e-12,        +3.130643278216e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.374127289563e-12,        +2.242351418413e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.183772681844e-12,        +3.015978551715e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.711445105194e-12,        +3.526019939752e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.845822374172e-12,        +3.667040392831e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.294612100006e-12,        +3.078762264776e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.520640791562e-12,        +1.486705225781e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.09600000e+02,        +3.525198440435e-12,        +2.888996696038e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.368778946227e-12,        +2.238156957398e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.231484427404e-12,        +3.054211116150e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.853547839484e-12,        +3.646073667037e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +4.016333002672e-12,        +3.810918950763e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.338591569120e-12,        +3.116054098041e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.514216832638e-12,        +1.480770055100e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.11200000e+02,        +3.281507127744e-12,        +2.676529774620e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.363180384072e-12,        +2.233034795445e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.270343811101e-12,        +3.086968606747e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.982158564512e-12,        +3.745655129708e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +4.169445705596e-12,        +3.930040544443e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.372766479570e-12,        +3.148015188603e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.506898621945e-12,        +1.473740348698e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.12800000e+02,        +3.063053970395e-12,        +2.489820629704e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.355291137771e-12,        +2.225295743769e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.288985782839e-12,        +3.104817117261e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +4.069599324057e-12,        +3.801341691013e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +4.274633708240e-12,        +3.998553398285e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.385843587568e-12,        +3.164994091066e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.496954092149e-12,        +1.464186476838e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.14400000e+02,        +2.867184112141e-12,        +2.325705211616e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.343711382515e-12,        +2.213847456404e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.278469778683e-12,        +3.100020374225e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +4.091691969385e-12,        +3.794547450093e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +4.305407828470e-12,        +3.996084341613e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.369005499052e-12,        +3.158948234163e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.483187012126e-12,        +1.451185243742e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.16000000e+02,        +2.691407931663e-12,        +2.181335652187e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.328188869494e-12,        +2.198597881709e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.235775273533e-12,        +3.069443459720e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +4.036623960734e-12,        +3.718810725119e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +4.249138929337e-12,        +3.915831247030e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.319411864984e-12,        +3.126452191007e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.465386915816e-12,        +1.434684927976e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.17600000e+02,        +2.533451901539e-12,        +2.054192840798e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.309640630302e-12,        +2.180439485983e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.165021503064e-12,        +3.015733423069e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.909372082637e-12,        +3.582473234597e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +4.111867866435e-12,        +3.767471342120e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.241393612583e-12,        +3.069991508984e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.444373496754e-12,        +1.415509516973e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.19200000e+02,        +2.391275290903e-12,        +1.942073642461e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.289637498271e-12,        +2.160790607154e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.075433329123e-12,        +2.945870501666e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.728458794580e-12,        +3.404623943613e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.914582332937e-12,        +3.572563165268e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.144376755729e-12,        +2.996564816910e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.421573915112e-12,        +1.394969179822e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.20800000e+02,        +2.263067074371e-12,        +1.843065438023e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.269713345177e-12,        +2.141010839979e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.977592437966e-12,        +2.868220109454e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.517766284387e-12,        +3.207393986570e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.684060333041e-12,        +3.355928556872e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.039101763882e-12,        +2.914702498929e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.398431344169e-12,        +1.374346929304e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.22400000e+02,        +2.147232110316e-12,        +1.755515515621e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.250904021002e-12,        +2.122026018523e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.880354962072e-12,        +2.789997618771e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.298923599507e-12,        +3.009521446325e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.444425125088e-12,        +3.138501029139e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.934533496704e-12,        +2.831853985624e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.375994874778e-12,        +1.354558499055e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.24000000e+02,        +2.042372174271e-12,        +1.677999612402e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.233638419242e-12,        +2.104252404095e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.789563893916e-12,        +2.716125339396e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.087463037899e-12,        +2.823581608226e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.212928527864e-12,        +2.934282258040e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.836584326492e-12,        +2.753175129978e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.354806718578e-12,        +1.336072122058e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.25600000e+02,        +1.947265224530e-12,        +1.609291945952e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.217862280867e-12,        +2.087710686995e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.708217845178e-12,        +2.649274919477e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.892478602975e-12,        +2.656241120243e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.999625871764e-12,        +2.750664302792e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.748299095924e-12,        +2.681532568174e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.334992526306e-12,        +1.318997987591e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.27200000e+02,        +1.860844868199e-12,        +1.548337889099e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.203232260132e-12,        +2.072191585070e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.637269784891e-12,        +2.590454270999e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.718053137699e-12,        +2.509849517044e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.808997820979e-12,        +2.590227138861e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.670666939854e-12,        +2.618080558693e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.316417641098e-12,        +1.303227450006e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.28800000e+02,        +1.782181094345e-12,        +1.494229729916e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.189284223549e-12,        +2.057394599651e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.576459747839e-12,        +2.539654236938e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.565024959934e-12,        +2.384132112440e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.641930584684e-12,        +2.452635557437e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.603461594952e-12,        +2.562912755699e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.298825632862e-12,        +1.288552091826e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.30400000e+02,        +1.710462777617e-12,        +1.446185549578e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.175547386840e-12,        +2.043018813506e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.524940413704e-12,        +2.496347572119e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.432425994633e-12,        +2.277474663959e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.497318683138e-12,        +2.336072847819e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.545870114599e-12,        +2.515571238052e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.281932896472e-12,        +1.274742695727e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.32000000e+02,        +1.644982119492e-12,        +1.403531034744e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.161610020060e-12,        +2.028812436205e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.481671198854e-12,        +2.459809854410e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.318449007862e-12,        +2.187740459817e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.373138243777e-12,        +2.238149632721e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.496887422291e-12,        +2.475377143334e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.265482997977e-12,        +1.261593065319e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.33600000e+02,        +1.585121004970e-12,        +1.365683942978e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.147151451361e-12,        +2.014594480522e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.445635588128e-12,        +2.429300302761e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.221023023001e-12,        +2.112727926064e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.267082662182e-12,        +2.156410992937e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.455532867531e-12,        +2.441619116303e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.249272863352e-12,        +1.248939982490e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.35200000e+02,        +1.530339153607e-12,        +1.332140908613e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.131953355230e-12,        +2.000259928516e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.415944495871e-12,        +2.404150424288e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.138121973199e-12,        +2.050396326364e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.176901629377e-12,        +2.088585314716e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.420952460645e-12,        +2.413647402719e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.233161815987e-12,        +1.236669091858e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.36800000e+02,        +1.480163898069e-12,        +1.302466280329e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.115899166243e-12,        +1.985775974855e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.391873329357e-12,        +2.383798125958e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.067911041350e-12,        +1.998957284601e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.100560491815e-12,        +2.032684252355e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.392454922986e-12,        +2.390911682036e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.217071071534e-12,        +1.224713300743e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.38400000e+02,        +1.434181407553e-12,        +1.276282701550e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.098966972492e-12,        +1.971173866507e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.372863388023e-12,        +2.367792040471e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.008801708656e-12,        +1.956895138681e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.036299199422e-12,        +1.987024140215e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.369512382334e-12,        +2.372967887742e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.200978322946e-12,        +1.213047606468e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.40000000e+02,        +1.392029173781e-12,        +1.253263170428e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.081218964799e-12,        +1.956538872461e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.358505472870e-12,        +2.355780823053e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.959458776421e-12,        +1.922952834444e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.982638992894e-12,        +1.950209726655e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.351743628069e-12,        +2.359469149893e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.184910050310e-12,        +1.201682504159e-12,        +0.000000000000e+00,        +0.000000000000e+00
