 time            vref1           vref2           vref3           vref4           vout1           vout2           vout3           vout4          
 7.96545719e-11  7.36884160e-01  7.36896496e-01  7.36898007e-01  7.36879001e-01  7.29966108e-01  7.29973936e-01  7.29867476e-01  7.29938637e-01 
 8.01795368e-11  7.36891164e-01  7.36902628e-01  7.36892787e-01  7.36884201e-01  7.29968986e-01  7.29969765e-01  7.29864763e-01  7.29941663e-01 
 8.06479689e-11  7.36899303e-01  7.36907272e-01  7.36889677e-01  7.36892286e-01  7.29968590e-01  7.29963425e-01  7.29864697e-01  7.29942163e-01 
 8.11405483e-11  7.36907700e-01  7.36910020e-01  7.36888923e-01  7.36902317e-01  7.29964120e-01  7.29954463e-01  7.29866131e-01  7.29938705e-01 
 8.17329783e-11  7.36914585e-01  7.36909497e-01  7.36891672e-01  7.36912819e-01  7.29953479e-01  7.29942176e-01  7.29867998e-01  7.29928120e-01 
 8.24065089e-11  7.36915613e-01  7.36904467e-01  7.36898179e-01  7.36918499e-01  7.29937172e-01  7.29929451e-01  7.29867651e-01  7.29909257e-01 
 8.30376732e-11  7.36909941e-01  7.36897583e-01  7.36905045e-01  7.36916124e-01  7.29921885e-01  7.29921268e-01  7.29863236e-01  7.29888950e-01 
 8.35191220e-11  7.36902417e-01  7.36892514e-01  7.36909197e-01  7.36909704e-01  7.29912685e-01  7.29918123e-01  7.29856940e-01  7.29874550e-01 
 8.40412010e-11  7.36893320e-01  7.36888841e-01  7.36911237e-01  7.36900024e-01  7.29907060e-01  7.29917457e-01  7.29847872e-01  7.29862737e-01 
 8.45559280e-11  7.36885825e-01  7.36888102e-01  7.36910148e-01  7.36890291e-01  7.29906322e-01  7.29918550e-01  7.29837949e-01  7.29856454e-01 
 8.52116556e-11  7.36881640e-01  7.36891477e-01  7.36904939e-01  7.36881995e-01  7.29910208e-01  7.29919868e-01  7.29826660e-01  7.29855470e-01 
 8.59733452e-11  7.36885669e-01  7.36899043e-01  7.36896741e-01  7.36881735e-01  7.29916062e-01  7.29917707e-01  7.29818640e-01  7.29858888e-01 
 8.64942066e-11  7.36893000e-01  7.36904609e-01  7.36891810e-01  7.36887400e-01  7.29918112e-01  7.29912844e-01  7.29816928e-01  7.29860814e-01 
 8.69605866e-11  7.36901162e-01  7.36908453e-01  7.36889205e-01  7.36895470e-01  7.29916818e-01  7.29906097e-01  7.29817618e-01  7.29860201e-01 
 8.74565135e-11  7.36909332e-01  7.36910243e-01  7.36889149e-01  7.36905128e-01  7.29911257e-01  7.29896978e-01  7.29819587e-01  7.29855508e-01 
 8.80475589e-11  7.36915461e-01  7.36908684e-01  7.36892707e-01  7.36914604e-01  7.29899448e-01  7.29885181e-01  7.29821604e-01  7.29843702e-01 
 8.87262945e-11  7.36915369e-01  7.36902964e-01  7.36899792e-01  7.36918916e-01  7.29882141e-01  7.29873504e-01  7.29820845e-01  7.29823939e-01 
 8.93495938e-11  7.36908845e-01  7.36896205e-01  7.36906491e-01  7.36915500e-01  7.29866865e-01  7.29866655e-01  7.29815809e-01  7.29803961e-01 
 8.98306715e-11  7.36900895e-01  7.36891546e-01  7.36910194e-01  7.36908639e-01  7.29857920e-01  7.29864319e-01  7.29809008e-01  7.29790063e-01 
 9.03487556e-11  7.36891782e-01  7.36888537e-01  7.36911480e-01  7.36899017e-01  7.29852810e-01  7.29864205e-01  7.29799681e-01  7.29779064e-01 
 9.08698907e-11  7.36884544e-01  7.36888446e-01  7.36909538e-01  7.36889636e-01  7.29852529e-01  7.29865455e-01  7.29789698e-01  7.29773384e-01 
 9.15236218e-11  7.36881245e-01  7.36892331e-01  7.36903517e-01  7.36882396e-01  7.29856672e-01  7.29866474e-01  7.29779142e-01  7.29772830e-01 
 9.23072399e-11  7.36886576e-01  7.36900001e-01  7.36894877e-01  7.36883485e-01  7.29862102e-01  7.29863520e-01  7.29772360e-01  7.29775869e-01 
